"fit","x_e","y_e","y_ci","x_r","y_r","nec_vals"
"Cu",3.04584864864865,2893.30583644985,1800.14422170324,NA,NA,NA
"Cu",3.0560972972973,2893.267642096,1800.11807661224,NA,NA,NA
"Cu",3.06634594594595,2893.23000056888,1800.09233866198,NA,NA,NA
"Cu",3.07659459459459,2893.1929020296,1800.06700018281,NA,NA,NA
"Cu",3.08684324324324,2893.1563368469,1800.04205367445,NA,NA,NA
"Cu",3.09709189189189,2893.12029559205,1800.01749180169,NA,NA,NA
"Cu",3.10734054054054,2893.08476903405,1799.99330739024,NA,NA,NA
"Cu",3.11758918918919,2893.04974813461,1799.96949342264,NA,NA,NA
"Cu",3.12783783783784,2892.99114790894,1799.9460430344,NA,NA,NA
"Cu",3.13808648648649,2892.90738969466,1799.92294951012,NA,NA,NA
"Cu",3.14833513513513,2892.82479144889,1799.90020627981,NA,NA,NA
"Cu",3.15858378378378,2892.7433334088,1799.87780691527,NA,NA,NA
"Cu",3.16883243243243,2892.66299621087,1799.85574512659,NA,NA,NA
"Cu",3.17908108108108,2892.58376088163,1799.83401475875,NA,NA,NA
"Cu",3.18932972972973,2892.50560882846,1799.81260978826,NA,NA,NA
"Cu",3.19957837837838,2892.42852183076,1799.79152431999,NA,NA,NA
"Cu",3.20982702702703,2892.35248203141,1799.77075258403,NA,NA,NA
"Cu",3.22007567567567,2892.27747192836,1799.7502889326,NA,NA,NA
"Cu",3.23032432432432,2892.20347436664,1799.73012783714,NA,NA,NA
"Cu",3.24057297297297,2892.13047253005,1799.71026388538,NA,NA,NA
"Cu",3.25082162162162,2892.06280225434,1799.69069177857,NA,NA,NA
"Cu",3.26107027027027,2892.0328424617,1799.67140632874,NA,NA,NA
"Cu",3.27131891891892,2892.00329231216,1799.65240245603,NA,NA,NA
"Cu",3.28156756756757,2891.97414492192,1799.63367518613,NA,NA,NA
"Cu",3.29181621621622,2891.9453935445,1799.61521964777,NA,NA,NA
"Cu",3.30206486486486,2891.91703156716,1799.59703107025,NA,NA,NA
"Cu",3.31231351351351,2891.90028095846,1799.57910478106,NA,NA,NA
