"fit","x","Estimate","Q2.5","Q97.5"
"no group term",7.46301621621622,273.465249284007,189.583000203504,401.951486937949
"no group term",7.47326486486486,273.464014772074,189.582235736815,401.950903068197
"no group term",7.48351351351351,273.462787803505,189.581476064615,401.950322930605
"no group term",7.49376216216216,273.461568321962,189.580721150323,401.949746496253
"no group term",7.50401081081081,273.460356271607,189.579970957692,401.949173736483
"no group term",7.51425945945946,273.459151597091,189.579225450796,401.948604622902
"no group term",7.52450810810811,273.457954243554,189.578484594033,401.948039127368
"no group term",7.53475675675676,273.456764156617,189.577748352119,401.947477222
"no group term",7.5450054054054,273.455581282378,189.577016690085,401.946918879167
"no group term",7.55525405405405,273.454405567408,189.576289573274,401.946364071487
"no group term",7.5655027027027,273.453236958746,189.575566967339,401.945812771825
"no group term",7.57575135135135,273.452075403892,189.574848838237,401.945264953294
"no group term",7.586,273.450920850806,189.574135152228,401.944720589245
"no group term",7.59624864864865,273.449819175956,189.573425875871,401.944179653272
"no group term",7.6064972972973,273.448760009262,189.572720976023,401.943642119202
"no group term",7.61674594594595,273.447707224677,189.572020419833,401.943107961102
"no group term",7.62699459459459,273.446660775231,189.571324174739,401.942577153266
"no group term",7.63724324324324,273.445620614362,189.57063220847,401.942049670222
"no group term",7.64749189189189,273.444586695911,189.569944489036,401.941525486723
"no group term",7.65774054054054,273.443558974122,189.56926098473,401.941004577748
"no group term",7.66798918918919,273.442537403632,189.568581664125,401.940486918499
"no group term",7.67823783783784,273.441521939471,189.567906496067,401.939972484399
"no group term",7.68848648648649,273.440512537059,189.567235449678,401.939461251087
"no group term",7.69873513513513,273.439509152196,189.566568494349,401.938953194422
"no group term",7.70898378378378,273.438511741067,189.565905599738,401.938448290474
"no group term",7.71923243243243,273.437520260233,189.565246735769,401.937946515526
"no group term",7.72948108108108,273.436534666624,189.564591872628,401.937447846069
"no group term",7.73972972972973,273.435554917545,189.563940980762,401.936952258804
"no group term",7.74997837837838,273.434580970663,189.563294030872,401.936459730634
"no group term",7.76022702702703,273.433612784007,189.562650993916,401.93597023867
"no group term",7.77047567567567,273.432650315967,189.562011841103,401.935483760219
"no group term",7.78072432432432,273.431693525285,189.561376543892,401.935000272791
"no group term",7.79097297297297,273.430742371058,189.560745073989,401.934519754091
"no group term",7.80122162162162,273.429796812726,189.560117403344,401.93404218202
"no group term",7.81147027027027,273.428856810079,189.559493504148,401.933567534674
"no group term",7.82171891891892,273.427922323243,189.558873348834,401.933095790336
"no group term",7.83196756756757,273.426993312688,189.558256910071,401.932626927483
"no group term",7.84221621621622,273.426069739212,189.557644160762,401.932160924777
"no group term",7.85246486486486,273.425151563949,189.557035074045,401.931697761065
"no group term",7.86271351351351,273.424238748359,189.556429623287,401.931237415379
"no group term",7.87296216216216,273.423331254228,189.555827782082,401.930779866934
"no group term",7.88321081081081,273.422429043663,189.555229524251,401.930325095123
"no group term",7.89345945945946,273.421532079089,189.554634823839,401.929873079518
"no group term",7.90370810810811,273.420640323249,189.554043655111,401.929423799867
"no group term",7.91395675675676,273.419834803946,189.553455992553,401.928977236095
"no group term",7.9242054054054,273.419255423579,189.552871810866,401.928533368297
"no group term",7.93445405405405,273.418679487124,189.552291084968,401.928092176742
"no group term",7.9447027027027,273.418106969693,189.551713789988,401.927653641866
"no group term",7.95495135135135,273.41753784661,189.551139901267,401.927217744277
"no group term",7.9652,273.416972093409,189.550569394353,401.926784464744
"no group term",7.97544864864865,273.416409685832,189.550002245004,401.926353784206
"no group term",7.9856972972973,273.415850599823,189.54943842918,401.92592568376
"no group term",7.99594594594595,273.415294811535,189.548877923043,401.92550014467
"no group term",8.00619459459459,273.414742297319,189.548320702958,401.925077148354
"no group term",8.01644324324324,273.414193033725,189.547766745488,401.924656676392
"no group term",8.02669189189189,273.413646997504,189.547216027392,401.924238710522
"no group term",8.03694054054054,273.4131041656,189.546668525624,401.923823232632
"no group term",8.04718918918919,273.412564515152,189.546124217333,401.923410224769
"no group term",8.05743783783784,273.41202802349,189.545583079857,401.92299966913
"no group term",8.06768648648649,273.411494668134,189.545045090724,401.922591548062
"no group term",8.07793513513514,273.410964426795,189.544510227649,401.922185844062
"no group term",8.08818378378378,273.410437277367,189.543978468535,401.921782539777
"no group term",8.09843243243243,273.40991319793,189.543449791467,401.921381617995
"no group term",8.10868108108108,273.409392166749,189.542924174712,401.920983061655
"no group term",8.11892972972973,273.408874162266,189.542401596718,401.920586853836
"no group term",8.12917837837838,273.408359163105,189.541882036111,401.92019297776
"no group term",8.13942702702703,273.407847148068,189.541365471697,401.919801416789
"no group term",8.14967567567568,273.407338096132,189.540851882453,401.919412154427
"no group term",8.15992432432432,273.406831986449,189.540341247532,401.919025174313
"no group term",8.17017297297297,273.406328798342,189.53983354626,401.918640460225
"no group term",8.18042162162162,273.405828511308,189.539328758132,401.918257996075
"no group term",8.19067027027027,273.40533110501,189.53882686281,401.917877765911
"no group term",8.20091891891892,273.404836559282,189.538327840127,401.917499753911
"no group term",8.21116756756757,273.404344854122,189.537831670079,401.917123944387
"no group term",8.22141621621622,273.403855969692,189.537338332827,401.916750321781
"no group term",8.23166486486486,273.40336988632,189.536847808695,401.916378870663
"no group term",8.24191351351351,273.402886584493,189.536360078165,401.916009575733
"no group term",8.25216216216216,273.402406044859,189.535875121882,401.915642421815
"no group term",8.26241081081081,273.401928248225,189.535392920647,401.915277393861
"no group term",8.27265945945946,273.401453175552,189.534913455419,401.914914476944
"no group term",8.28290810810811,273.40098080796,189.53443670731,401.914553656264
"no group term",8.29315675675676,273.400511126723,189.533962657586,401.914194917141
"no group term",8.3034054054054,273.400044113264,189.533491287667,401.913838245015
"no group term",8.31365405405405,273.399579749161,189.533022579121,401.913483625446
"no group term",8.3239027027027,273.399118016141,189.532556513667,401.913131044114
"no group term",8.33415135135135,273.398658896076,189.532093073172,401.912780486816
"no group term",8.3444,273.39820237099,189.531632239648,401.912431939462
"no group term",8.35464864864865,273.39774842305,189.531173995253,401.912085388082
"no group term",8.3648972972973,273.397297034566,189.53071832229,401.911740818818
"no group term",8.37514594594595,273.396848187994,189.530265203202,401.911398217923
"no group term",8.38539459459459,273.396401865929,189.529814620576,401.911057571766
"no group term",8.39564324324324,273.395958051108,189.529366557135,401.910718866824
"no group term",8.40589189189189,273.395516726404,189.528920995745,401.910382089684
"no group term",8.41614054054054,273.395077874833,189.528477919407,401.910047227043
"no group term",8.42638918918919,273.394641479542,189.528037311256,401.909714265706
"no group term",8.43663783783784,273.394207523815,189.527599154567,401.909383192584
"no group term",8.44688648648649,273.393775991073,189.527163432742,401.909053994694
"no group term",8.45713513513513,273.393346864864,189.526730129322,401.908726659158
"no group term",8.46738378378378,273.392920128872,189.526299227973,401.908401173203
"no group term",8.47763243243243,273.392495766908,189.525870712495,401.908077524155
"no group term",8.48788108108108,273.392073762916,189.525444566815,401.907755699448
"no group term",8.49812972972973,273.391654100964,189.525020774988,401.907435686612
"no group term",8.50837837837838,273.391236765248,189.524599321195,401.907117473279
"no group term",8.51862702702703,273.390821740091,189.524180189742,401.906801047181
"no group term",8.52887567567568,273.390409009937,189.52376336506,401.906486396147
"no group term",8.53912432432432,273.389998559357,189.523348831703,401.906173508104
"no group term",8.54937297297297,273.389590373043,189.522936574344,401.905862371075
"no group term",8.55962162162162,273.389184435805,189.52252657778,401.905552973178
"no group term",8.56987027027027,273.388780732577,189.522118826927,401.905245302628
"no group term",8.58011891891892,273.388379248411,189.521713306819,401.904939347732
"no group term",8.59036756756757,273.387979968474,189.521310002606,401.90463509689
"no group term",8.60061621621622,273.387582878053,189.520908899557,401.904332538594
"no group term",8.61086486486487,273.387187962548,189.520509983055,401.904031661429
"no group term",8.62111351351351,273.386795207476,189.520113238597,401.903732454068
"no group term",8.63136216216216,273.386404598466,189.519718651795,401.903434905277
"no group term",8.64161081081081,273.386016121259,189.51932620837,401.903139003906
"no group term",8.65185945945946,273.38562976171,189.518935894158,401.902844738898
"no group term",8.66210810810811,273.385245505782,189.518547695103,401.902552099279
"no group term",8.67235675675676,273.384863339547,189.518161597258,401.902261074166
"no group term",8.68260540540541,273.38448324919,189.517777586787,401.901971652756
"no group term",8.69285405405405,273.384105220998,189.517395649957,401.901683824336
"no group term",8.7031027027027,273.383729241367,189.517020192953,401.901397578275
"no group term",8.71335135135135,273.3833552968,189.516650500191,401.901112904024
"no group term",8.7236,273.382983373903,189.516282801755,401.900829791119
"no group term",8.73384864864865,273.382613459386,189.515917084562,401.900548229177
"no group term",8.7440972972973,273.382245540062,189.515553335629,401.900268207896
"no group term",8.75434594594595,273.381879602846,189.515191542076,401.899989717053
"no group term",8.76459459459459,273.381515634753,189.514831691121,401.899712746507
"no group term",8.77484324324324,273.3811536229,189.51447377008,401.899437286196
"no group term",8.78509189189189,273.380793554503,189.514117766366,401.899163326133
"no group term",8.79534054054054,273.380435416874,189.513763667489,401.898890856413
"no group term",8.80558918918919,273.380079197425,189.513411461057,401.898619867204
"no group term",8.81583783783784,273.379724883663,189.513061134769,401.898350348753
"no group term",8.82608648648649,273.379372463193,189.512712676422,401.898082291381
"no group term",8.83633513513514,273.379021923711,189.512366073903,401.897815685483
"no group term",8.84658378378378,273.378673253012,189.512021315193,401.897550521531
"no group term",8.85683243243243,273.378326438981,189.511678388365,401.897286790068
"no group term",8.86708108108108,273.377981469595,189.511337281582,401.897024481711
"no group term",8.87732972972973,273.377638332925,189.510997983098,401.896763587149
"no group term",8.88757837837838,273.377297017132,189.510660481255,401.896504097142
"no group term",8.89782702702703,273.376957510465,189.510324764484,401.896246002522
"no group term",8.90807567567568,273.376619801266,189.509990821304,401.89598929419
"no group term",8.91832432432432,273.376283877962,189.50965864032,401.895733963119
"no group term",8.92857297297297,273.375949729069,189.509328210226,401.895480000347
"no group term",8.93882162162162,273.375587530492,189.508999519797,401.895227396985
"no group term",8.94907027027027,273.374971360431,189.508672557897,401.894976144209
"no group term",8.95931891891892,273.374358277086,189.50834731347,401.894726233263
"no group term",8.96956756756757,273.373748261468,189.508023775547,401.894477655459
"no group term",8.97981621621622,273.373141294726,189.507701933238,401.894230402173
"no group term",8.99006486486486,273.372537358146,189.507381775738,401.893984464847
"no group term",9.00031351351351,273.371936433149,189.507063292321,401.89373983499
"no group term",9.01056216216216,273.371338501293,189.506746472341,401.893496504172
"no group term",9.02081081081081,273.370743544268,189.506431305234,401.89325446403
"no group term",9.03105945945946,273.370151543898,189.506117780513,401.893013706263
"no group term",9.04130810810811,273.369562482139,189.50580588777,401.892774222631
"no group term",9.05155675675676,273.368976341076,189.505495616675,401.89253600496
"no group term",9.0618054054054,273.368393102925,189.505186956974,401.892299045134
"no group term",9.07205405405405,273.367812750028,189.50487989849,401.8920633351
"no group term",9.0823027027027,273.367235264858,189.504574431122,401.891828866865
"no group term",9.09255135135135,273.36666063001,189.504270544843,401.891595632496
"no group term",9.1028,273.366088828207,189.503968229702,401.891363624121
"no group term",9.11304864864865,273.365519842296,189.50366747582,401.891132833925
"no group term",9.1232972972973,273.364953655245,189.503368273391,401.890903254152
"no group term",9.13354594594595,273.364390250147,189.503070612684,401.890674877104
"no group term",9.14379459459459,273.363829610214,189.502774484038,401.890447695142
"no group term",9.15404324324324,273.363271718778,189.502479877862,401.890221700683
"no group term",9.16429189189189,273.362716559291,189.502186784639,401.889996886199
"no group term",9.17454054054054,273.362164115324,189.501895194919,401.889773244219
"no group term",9.18478918918919,273.361614370562,189.501605099324,401.889550767331
"no group term",9.19503783783784,273.361067308809,189.501316488542,401.889329448172
"no group term",9.20528648648649,273.360522913984,189.501029353331,401.889109279438
"no group term",9.21553513513513,273.359981170118,189.500743684518,401.888890253878
"no group term",9.22578378378378,273.359442061358,189.500459472995,401.888672364294
"no group term",9.23603243243243,273.358905571961,189.500176709721,401.888455603543
"no group term",9.24628108108108,273.358371686298,189.499895385722,401.888239964532
"no group term",9.25652972972973,273.357840388848,189.499615492089,401.888025440223
"no group term",9.26677837837838,273.357311664201,189.499337019977,401.887812023629
"no group term",9.27702702702703,273.356785497056,189.499059960606,401.887599707813
"no group term",9.28727567567567,273.356261872219,189.498784305261,401.887388485892
"no group term",9.29752432432432,273.355740774603,189.49851004529,401.887178351031
"no group term",9.30777297297297,273.355222189228,189.498237172101,401.886969296446
"no group term",9.31802162162162,273.35470610122,189.497965677167,401.886761315403
"no group term",9.32827027027027,273.354192495806,189.497695552024,401.886554401218
"no group term",9.33851891891892,273.353681358319,189.497426788265,401.886348547253
"no group term",9.34876756756757,273.353172674195,189.497159377546,401.886143746923
"no group term",9.35901621621622,273.352666428972,189.496893311585,401.885939993687
"no group term",9.36926486486487,273.352162608287,189.496628582157,401.885737281054
"no group term",9.37951351351351,273.351661197879,189.496365181098,401.885535602579
"no group term",9.38976216216216,273.351162183586,189.4961031003,401.885334951865
"no group term",9.40001081081081,273.350665551345,189.495842331717,401.885135322561
"no group term",9.41025945945946,273.350171287189,189.495582867357,401.884936708361
"no group term",9.42050810810811,273.349679377251,189.495324699289,401.884739103008
"no group term",9.43075675675676,273.349189807758,189.495067819637,401.884542500287
"no group term",9.44100540540541,273.348702565034,189.494812220579,401.884346894029
"no group term",9.45125405405405,273.348217635496,189.494557894354,401.88415227811
"no group term",9.4615027027027,273.347735005656,189.494304833252,401.883958646449
"no group term",9.47175135135135,273.347254662119,189.49405302962,401.883765993012
"no group term",9.482,273.346776591584,189.493802475859,401.883574311804
"no group term",9.49224864864865,273.346300780838,189.493553164424,401.883383596877
"no group term",9.5024972972973,273.345827216764,189.493305087824,401.883193842324
"no group term",9.51274594594595,273.345310318406,189.493058238621,401.88300504228
"no group term",9.52299459459459,273.34499649568,189.492812609429,401.882817190924
"no group term",9.53324324324324,273.34469403654,189.492568192916,401.882630282474
"no group term",9.54349189189189,273.34439306094,189.4923249818,401.882444311191
"no group term",9.55374054054054,273.344093560023,189.492082968852,401.882259271378
"no group term",9.56398918918919,273.343795524991,189.491842146893,401.882075157377
"no group term",9.57423783783784,273.343498947111,189.491602508796,401.88189196357
"no group term",9.58448648648649,273.34320381771,189.491364047482,401.881709684382
"no group term",9.59473513513514,273.342910128175,189.491126755924,401.881528314274
"no group term",9.60498378378378,273.342617869954,189.490890627143,401.881347847749
"no group term",9.61523243243243,273.342327034556,189.49065565421,401.881168279348
"no group term",9.62548108108108,273.342037613547,189.490421830244,401.880989603651
"no group term",9.63572972972973,273.341749598554,189.490189148412,401.880811815276
"no group term",9.64597837837838,273.341462981261,189.48995760193,401.88063490888
"no group term",9.65622702702703,273.341177753412,189.489727184059,401.880458879157
"no group term",9.66647567567568,273.340893906805,189.489497888111,401.880283720838
"no group term",9.67672432432432,273.340611433298,189.489269707441,401.880109428694
"no group term",9.68697297297297,273.340330324805,189.489042635452,401.879935997529
"no group term",9.69722162162162,273.340050573294,189.488816665593,401.879763422186
"no group term",9.70747027027027,273.339772170793,189.488591791358,401.879591697545
"no group term",9.71771891891892,273.33949510938,189.488368006287,401.879420818519
"no group term",9.72796756756757,273.339219381192,189.488145303963,401.879250780059
"no group term",9.73821621621622,273.338944978419,189.487923678017,401.879081577152
"no group term",9.74846486486486,273.338671893303,189.48770312212,401.878913204817
"no group term",9.75871351351351,273.338400118141,189.48748362999,401.878745658113
"no group term",9.76896216216216,273.338129645285,189.487265195386,401.878578932127
"no group term",9.77921081081081,273.337860467137,189.487047812113,401.878413021987
"no group term",9.78945945945946,273.337592576151,189.486831474015,401.878247922849
"no group term",9.79970810810811,273.337325964835,189.486616174982,401.878083629908
"no group term",9.80995675675676,273.337060625746,189.486401908944,401.877920138389
"no group term",9.8202054054054,273.336796551494,189.486188669874,401.877757443552
"no group term",9.83045405405405,273.336533734739,189.485976451785,401.877595540688
"no group term",9.8407027027027,273.336272168191,189.485765248731,401.877434425122
"no group term",9.85095135135135,273.336011844608,189.485555054809,401.877274092213
"no group term",9.8612,273.335752756802,189.485345864154,401.877114537349
"no group term",9.87144864864865,273.335494897628,189.485137670943,401.876955755952
"no group term",9.8816972972973,273.335238259996,189.484930469391,401.876797743475
"no group term",9.89194594594595,273.334982836858,189.484724253754,401.876640495403
"no group term",9.90219459459459,273.334728621219,189.484519018326,401.876484007251
"no group term",9.91244324324324,273.334475606129,189.484314757441,401.876328274565
"no group term",9.92269189189189,273.334223784685,189.484111465471,401.876173292924
"no group term",9.93294054054054,273.333973150032,189.483909136825,401.876019057935
"no group term",9.94318918918919,273.33372369536,189.483707765953,401.875865565235
"no group term",9.95343783783784,273.333475413906,189.483507347341,401.875712810492
"no group term",9.96368648648649,273.333228298953,189.483307875511,401.875560789405
"no group term",9.97393513513513,273.332982343827,189.483109345023,401.875409497699
"no group term",9.98418378378378,273.332737541902,189.482911750476,401.875258931131
"no group term",9.99443243243243,273.332493886596,189.482715086503,401.875109085487
"no group term",10.0046810810811,273.332251371369,189.482519347774,401.87495995658
"no group term",10.0149297297297,273.332009989727,189.482324528994,401.874811540253
"no group term",10.0251783783784,273.33176973522,189.482130624905,401.874663832376
"no group term",10.035427027027,273.331530601439,189.481937630284,401.87451682885
"no group term",10.0456756756757,273.33129258202,189.481745539943,401.874370525601
"no group term",10.0559243243243,273.33105567064,189.48155434873,401.874224918583
"no group term",10.066172972973,273.330819861021,189.481364051524,401.874080003778
"no group term",10.0764216216216,273.330585146923,189.481174643243,401.873935777196
"no group term",10.0866702702703,273.330351522151,189.480986118836,401.873792234873
"no group term",10.0969189189189,273.33011898055,189.480798473287,401.873649372873
"no group term",10.1071675675676,273.329887516005,189.480611701612,401.873507187284
"no group term",10.1174162162162,273.329657122442,189.480425798862,401.873365674224
"no group term",10.1276648648649,273.32942779383,189.480240760121,401.873224829834
"no group term",10.1379135135135,273.329199524175,189.480056580505,401.873084650284
"no group term",10.1481621621622,273.328972307524,189.479873255161,401.872945131767
"no group term",10.1584108108108,273.328746137962,189.479690779272,401.872806270502
"no group term",10.1686594594595,273.328521009616,189.47950914805,401.872668062736
"no group term",10.1789081081081,273.328296916649,189.47932835674,401.872530504738
"no group term",10.1891567567568,273.328073853263,189.479148400618,401.872393592805
"no group term",10.1994054054054,273.327851813701,189.478969274991,401.872257323255
"no group term",10.2096540540541,273.32763079224,189.478790975198,401.872121692435
"no group term",10.2199027027027,273.327410783198,189.478613496608,401.871986696713
"no group term",10.2301513513514,273.327191780928,189.478436834622,401.871852332483
"no group term",10.2404,273.326973779822,189.478260984668,401.871718596162
"ogl(plate)",0.002,610851.731674785,483029.826981224,747401.751897679
"ogl(plate)",0.0122486486486486,610500.195512244,482826.005615038,746973.549500686
"ogl(plate)",0.0224972972972973,607774.085809257,480893.225688594,743939.108001119
"ogl(plate)",0.0327459459459459,599838.365447841,474065.413919301,733587.1370783
"ogl(plate)",0.0429945945945946,582916.890125682,460340.664264352,713614.213318143
"ogl(plate)",0.0532432432432432,554632.335325848,436976.304032415,680303.461516719
"ogl(plate)",0.0634918918918919,514761.182312277,404540.291990513,631694.418370682
"ogl(plate)",0.0737405405405405,464793.774659133,365427.160150912,571669.669175135
"ogl(plate)",0.0839891891891892,408654.107444822,321739.18820866,503754.019802254
"ogl(plate)",0.0942378378378378,351176.823767798,276245.002860007,433773.455369761
"ogl(plate)",0.104486486486486,296727.086175428,232993.935935241,366260.435142325
"ogl(plate)",0.114735135135135,247899.863084635,194788.366584713,305829.174327574
"ogl(plate)",0.124983783783784,205630.715652619,161602.244505139,253666.063162612
"ogl(plate)",0.135232432432432,170324.167685025,133423.595283737,209972.978055832
"ogl(plate)",0.145481081081081,141207.859172493,110499.989945494,173986.67833072
"ogl(plate)",0.15572972972973,117442.401515623,91719.2354172661,144842.15728729
"ogl(plate)",0.165978378378378,98213.6606111685,76686.0354747117,121312.817302251
"ogl(plate)",0.176227027027027,82643.3830755832,64446.7359159789,102222.246930956
"ogl(plate)",0.186475675675676,69954.1870937509,54401.7066118059,86674.1088244178
"ogl(plate)",0.196724324324324,59619.8425547661,46151.9430027862,73963.0869382164
"ogl(plate)",0.206972972972973,51147.9375957121,39434.9298350518,63791.4620768747
"ogl(plate)",0.217221621621622,44174.1227399348,34026.9235575005,55284.8206029698
"ogl(plate)",0.22747027027027,38382.9321904394,29490.0253887466,48267.7418180444
"ogl(plate)",0.237718918918919,33574.0954566906,25744.5856730858,42413.9580032991
"ogl(plate)",0.247967567567568,29548.55221084,22554.1681718675,37431.5670174024
"ogl(plate)",0.258216216216216,26170.3478001047,19902.4994960919,33213.939948834
"ogl(plate)",0.268464864864865,23330.338030656,17653.2048871241,29698.5605437553
"ogl(plate)",0.278713513513513,20891.4042466267,15767.5986790108,26709.5669241564
"ogl(plate)",0.288962162162162,18807.3793628054,14165.8957617208,24122.5895927811
"ogl(plate)",0.299210810810811,17038.3566575256,12780.9756402617,21925.8122437308
"ogl(plate)",0.309459459459459,15502.0890828037,11593.959528946,20028.6661444444
"ogl(plate)",0.319708108108108,14170.9100137373,10561.268861317,18375.5615835776
"ogl(plate)",0.329956756756757,13015.7643676339,9657.25988831295,16922.9982254361
"ogl(plate)",0.340205405405405,12001.1599174178,8871.08542294046,15663.9167184811
"ogl(plate)",0.350454054054054,11113.8338618707,8176.73722892341,14545.2617562704
"ogl(plate)",0.360702702702703,10338.6463916089,7576.12102847142,13553.2329951522
"ogl(plate)",0.370951351351351,9648.88569394539,7055.13104378377,12693.8998789733
"ogl(plate)",0.3812,9044.18537445407,6595.52005990719,11909.7145638614
"ogl(plate)",0.391448648648649,8504.6418439318,6189.34886357937,11260.3419620573
"ogl(plate)",0.401697297297297,8026.05828524428,5822.34834756818,10640.3276097429
"ogl(plate)",0.411945945945946,7596.933878306,5493.08571133121,10098.150108401
"ogl(plate)",0.422194594594595,7210.53708926794,5198.45102345873,9607.23636724641
"ogl(plate)",0.432443243243243,6864.19584188693,4930.00576321692,9182.45704201847
"ogl(plate)",0.442691891891892,6547.85750529278,4691.05556826464,8793.55506587533
"ogl(plate)",0.452940540540541,6265.03810449002,4478.93201051342,8434.42687943467
"ogl(plate)",0.463189189189189,6008.20504111094,4286.06245669403,8118.95816727471
"ogl(plate)",0.473437837837838,5776.28531324576,4110.04357340299,7830.0942860452
"ogl(plate)",0.483686486486486,5563.04965860622,3950.04851120497,7565.28257936792
"ogl(plate)",0.493935135135135,5373.98333837226,3801.89628002483,7329.22874382047
"ogl(plate)",0.504183783783784,5198.63272972221,3667.53758170659,7116.05540989286
"ogl(plate)",0.514432432432432,5038.86064870296,3542.77101000269,6926.43484755514
"ogl(plate)",0.524681081081081,4895.21969511939,3434.92789831312,6748.51519550508
"ogl(plate)",0.53492972972973,4765.66031325842,3335.39850911839,6587.11783001688
"ogl(plate)",0.545178378378378,4641.16972250941,3239.69346290242,6448.27100628726
"ogl(plate)",0.555427027027027,4528.5046199226,3150.79704136511,6306.02469705371
"ogl(plate)",0.565675675675676,4425.44386776949,3070.42201312123,6182.2782176704
"ogl(plate)",0.575924324324324,4327.99692379892,2990.78340728534,6060.90460979669
"ogl(plate)",0.586172972972973,4241.34950677161,2919.36199508126,5955.02036365398
"ogl(plate)",0.596421621621622,4159.59205862577,2853.45755053642,5861.36682354681
"ogl(plate)",0.60667027027027,4083.23308633081,2794.30798697568,5771.62942417048
"ogl(plate)",0.616918918918919,4014.64247877877,2740.39731375867,5686.7487806684
"ogl(plate)",0.627167567567568,3949.45520783435,2688.30304987484,5619.10327941143
"ogl(plate)",0.637416216216216,3888.67821395215,2638.31617878998,5552.95804500023
"ogl(plate)",0.647664864864865,3832.47197352008,2596.23170531046,5483.4240063856
"ogl(plate)",0.657913513513513,3779.73055920054,2558.63173302666,5425.02406427586
"ogl(plate)",0.668162162162162,3732.56680989727,2519.51992280895,5369.89612065082
"ogl(plate)",0.678410810810811,3687.03861879345,2485.87099058237,5317.15091170012
"ogl(plate)",0.688659459459459,3646.11008311699,2450.11306038396,5269.31836360636
"ogl(plate)",0.698908108108108,3608.96581005041,2415.68225344381,5224.07554075055
"ogl(plate)",0.709156756756757,3571.20621724433,2386.05409524448,5182.12932475384
"ogl(plate)",0.719405405405405,3534.89194170629,2356.70458576509,5144.46028556041
"ogl(plate)",0.729654054054054,3501.72317134604,2327.78375063897,5108.27696734719
"ogl(plate)",0.739902702702703,3470.11413169566,2301.19479044788,5074.11849599801
"ogl(plate)",0.750151351351351,3440.92232254817,2278.39840717399,5045.23147238451
"ogl(plate)",0.7604,3414.46370595361,2256.11218838213,5018.48603038562
"ogl(plate)",0.770648648648649,3388.51530132257,2235.45135960428,4993.27633418895
"ogl(plate)",0.780897297297297,3364.70424121986,2214.21868059441,4966.35471710896
"ogl(plate)",0.791145945945946,3341.35265227337,2197.01677792834,4935.52392525582
"ogl(plate)",0.801394594594595,3318.81880939845,2181.20956919436,4910.30630164309
"ogl(plate)",0.811643243243243,3298.60733870398,2165.05727950291,4887.72822037401
"ogl(plate)",0.821891891891892,3278.96707996214,2149.94426654106,4865.33392746983
"ogl(plate)",0.83214054054054,3261.12328939101,2134.36222619193,4845.82840710139
"ogl(plate)",0.842389189189189,3244.57493323166,2121.90359350232,4823.26614030057
"ogl(plate)",0.852637837837838,3228.34739196588,2108.8417959393,4806.6987973819
"ogl(plate)",0.862886486486486,3212.4812909534,2096.59542525665,4788.73018657412
"ogl(plate)",0.873135135135135,3195.94643867659,2083.46467698297,4774.03282697819
"ogl(plate)",0.883383783783784,3182.62686078595,2073.15749432338,4757.39739556427
"ogl(plate)",0.893632432432432,3169.73821670303,2063.91283419556,4742.85691235238
"ogl(plate)",0.903881081081081,3156.5058673765,2053.43346608885,4729.11001304998
"ogl(plate)",0.91412972972973,3144.75639564036,2042.21797485534,4712.90141163294
"ogl(plate)",0.924378378378378,3133.56188412478,2033.91926454542,4699.82076779559
"ogl(plate)",0.934627027027027,3122.52657814,2024.80637656125,4687.52500987706
"ogl(plate)",0.944875675675676,3111.97279459423,2016.22609288253,4673.46720995137
"ogl(plate)",0.955124324324324,3101.76676510905,2008.49671351498,4661.76985207946
"ogl(plate)",0.965372972972973,3093.35126099543,2001.22803843872,4650.68093873739
"ogl(plate)",0.975621621621622,3083.73967285712,1992.49480960229,4640.08881614531
"ogl(plate)",0.98587027027027,3076.51750578965,1986.07216098705,4630.48653821265
"ogl(plate)",0.996118918918919,3068.24053389358,1980.60704319894,4621.65690764765
"ogl(plate)",1.00636756756757,3060.23477579214,1975.51252850541,4611.13400826168
"ogl(plate)",1.01661621621622,3053.71148347105,1969.73128884511,4602.10994784542
"ogl(plate)",1.02686486486486,3046.8382274569,1962.50833756743,4593.6895456751
"ogl(plate)",1.03711351351351,3040.30258631184,1955.09487688861,4586.62087123883
"ogl(plate)",1.04736216216216,3034.0883241084,1949.03321450828,4579.03888994858
"ogl(plate)",1.05761081081081,3028.46882289996,1945.83525407077,4572.03895974797
"ogl(plate)",1.06785945945946,3022.40745288265,1941.27454935626,4564.57650673041
"ogl(plate)",1.07810810810811,3016.91402933163,1936.20381089124,4558.16221725532
"ogl(plate)",1.08835675675676,3011.22842095669,1931.24083828453,4551.64032104228
"ogl(plate)",1.09860540540541,3005.56029776162,1926.48136932742,4546.16778487198
"ogl(plate)",1.10885405405405,3000.06734579965,1921.65368397263,4540.92112647144
"ogl(plate)",1.1191027027027,2995.21996482917,1917.53303270148,4535.8543073408
"ogl(plate)",1.12935135135135,2991.06337777939,1913.15111539874,4530.80592643135
"ogl(plate)",1.1396,2986.08376666374,1907.66476612411,4525.9538214904
"ogl(plate)",1.14984864864865,2981.67487904287,1903.37426361861,4521.05498850964
"ogl(plate)",1.1600972972973,2977.03574594645,1900.20141261975,4516.77820371195
"ogl(plate)",1.17034594594595,2972.79665466192,1897.17688337677,4512.46131419178
"ogl(plate)",1.18059459459459,2968.75469997697,1893.91617179318,4508.30654160204
"ogl(plate)",1.19084324324324,2965.07436750374,1890.6298296957,4504.30647005553
